NúmeroDoPedido;CódigoDoCliente;CódigoDoFuncionário;DataDoPedido;DataDeEntrega;DataDeEntrega;DataDeEnvio;Via;Frete;NomeDoDestinatário;EndereçoDoDestinatário;CidadeDeDestino;RegiãoDeDestino;CEPdeDestino;PaísDeDestino
10743;AROUT;1;12/11/2017;10/12/2017;05/12/2037;16/11/2017;2;23,72;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
10744;VAFFE;6;12/11/2017;10/12/2017;05/12/2037;19/11/2017;1;69,19;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
10745;QUICK;9;13/11/2017;11/12/2017;06/12/2037;22/11/2017;1;3,52;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10746;CHOPS;1;14/11/2017;12/12/2017;07/12/2037;16/11/2017;3;31,43;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suíça
10747;PICCO;6;14/11/2017;12/12/2017;07/12/2037;21/11/2017;1;117,33;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Áustria
10748;SAVEA;3;15/11/2017;13/12/2017;08/12/2037;23/11/2017;1;232,55;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10749;ISLAT;4;15/11/2017;13/12/2017;08/12/2037;14/12/2017;2;61,53;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
10750;WARTH;9;16/11/2017;14/12/2017;09/12/2037;19/11/2017;1;79,30;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlândia
10751;RICSU;3;19/11/2017;17/12/2017;12/12/2037;28/11/2017;3;130,79;Richter Supermarkt;Starenweg 5;Genève;;1204;Suíça
10752;NORTS;2;19/11/2017;17/12/2017;12/12/2037;23/11/2017;3;1,39;North/South;"South House
300 Queensbridge";London;;SW7 1RZ;Reino Unido
10753;FRANS;3;20/11/2017;18/12/2017;13/12/2037;22/11/2017;1;7,70;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Itália
10754;MAGAA;6;20/11/2017;18/12/2017;13/12/2037;22/11/2017;3;2,38;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Itália
10755;BONAP;4;21/11/2017;19/12/2017;14/12/2037;23/11/2017;2;16,71;Bon app';12, rue des Bouchers;Marseille;;13008;França
10756;SPLIR;8;22/11/2017;20/12/2017;15/12/2037;27/11/2017;2;73,21;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;EUA
10757;SAVEA;6;22/11/2017;20/12/2017;15/12/2037;10/12/2017;1;8,19;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10758;RICSU;3;23/11/2017;21/12/2017;16/12/2037;29/11/2017;3;138,17;Richter Supermarkt;Starenweg 5;Genève;;1204;Suíça
10759;ANATR;3;23/11/2017;21/12/2017;16/12/2037;07/12/2017;3;11,99;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;05021;México
10760;MAISD;4;26/11/2017;24/12/2017;19/12/2037;05/12/2017;1;155,64;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
10761;RATTC;5;27/11/2017;25/12/2017;20/12/2037;03/12/2017;2;18,66;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;EUA
10762;FOLKO;3;27/11/2017;25/12/2017;20/12/2037;04/12/2017;1;328,74;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10763;FOLIG;3;28/11/2017;26/12/2017;21/12/2037;03/12/2017;3;37,35;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;França
10764;ERNSH;6;28/11/2017;26/12/2017;21/12/2037;03/12/2017;3;145,45;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10765;QUICK;3;29/11/2017;27/12/2017;22/12/2037;04/12/2017;3;42,74;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10766;OTTIK;4;30/11/2017;28/12/2017;23/12/2037;04/12/2017;1;157,55;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemanha
10767;SUPRD;4;30/11/2017;28/12/2017;23/12/2037;10/12/2017;3;1,59;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
10768;AROUT;3;03/12/2017;31/12/2017;26/12/2037;10/12/2017;2;146,32;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
10769;VAFFE;3;03/12/2017;31/12/2017;26/12/2037;07/12/2017;1;65,06;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
10770;HANAR;8;04/12/2017;01/01/2018;27/12/2037;12/12/2017;3;5,32;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
10771;ERNSH;9;05/12/2017;02/01/2018;28/12/2037;28/12/2017;2;11,19;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10772;LEHMS;3;05/12/2017;02/01/2018;28/12/2037;14/12/2017;2;91,28;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Alemanha
10773;ERNSH;1;06/12/2017;03/01/2018;29/12/2037;11/12/2017;3;96,43;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10774;FOLKO;4;06/12/2017;20/12/2017;15/12/2037;07/12/2017;1;48,20;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10775;THECR;7;07/12/2017;04/01/2018;30/12/2037;21/12/2017;1;20,25;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;EUA
10776;ERNSH;1;10/12/2017;07/01/2018;02/01/2038;13/12/2017;3;351,53;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10777;GOURL;7;10/12/2017;24/12/2017;19/12/2037;16/01/2018;2;3,01;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
10778;BERGS;3;11/12/2017;08/01/2018;03/01/2038;19/12/2017;1;6,79;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suécia
10779;MORGK;3;11/12/2017;08/01/2018;03/01/2038;09/01/2018;2;58,13;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;04179;Alemanha
10780;LILAS;2;11/12/2017;25/12/2017;20/12/2037;20/12/2017;1;42,13;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10781;WARTH;2;12/12/2017;09/01/2018;04/01/2038;14/12/2017;3;73,16;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlândia
10782;CACTU;9;12/12/2017;09/01/2018;04/01/2038;17/12/2017;3;1,10;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
10783;HANAR;4;13/12/2017;10/01/2018;05/01/2038;14/12/2017;2;124,98;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
10784;MAGAA;4;13/12/2017;10/01/2018;05/01/2038;17/12/2017;3;70,09;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Itália
10785;GROSR;1;13/12/2017;10/01/2018;05/01/2038;19/12/2017;3;1,51;GROSELLA-Restaurante;5ª Ave. Los Palos Grandes;Caracas;DF;1081;Venezuela
10786;QUEEN;8;14/12/2017;11/01/2018;06/01/2038;18/12/2017;1;110,87;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
10787;LAMAI;2;14/12/2017;28/12/2017;23/12/2037;21/12/2017;1;249,93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;França
10788;QUICK;1;17/12/2017;14/01/2018;09/01/2038;14/01/2018;2;42,70;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10789;FOLIG;1;17/12/2017;14/01/2018;09/01/2038;26/12/2017;2;100,60;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;França
10790;GOURL;6;17/12/2017;14/01/2018;09/01/2038;21/12/2017;1;28,23;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
10791;FRANK;6;18/12/2017;15/01/2018;10/01/2038;27/12/2017;2;16,85;Frankenversand;Berliner Platz 43;München;;80805;Alemanha
10792;WOLZA;1;18/12/2017;15/01/2018;10/01/2038;26/12/2017;3;23,79;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polônia
10793;AROUT;3;19/12/2017;16/01/2018;11/01/2038;03/01/2018;3;4,52;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
10794;QUEDE;6;19/12/2017;16/01/2018;11/01/2038;28/12/2017;1;21,49;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brasil
10795;ERNSH;8;19/12/2017;16/01/2018;11/01/2038;15/01/2018;2;126,66;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10796;HILAA;3;20/12/2017;17/01/2018;12/01/2038;09/01/2018;1;26,52;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10797;DRACD;7;20/12/2017;17/01/2018;12/01/2038;31/12/2017;2;33,35;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Alemanha
10798;ISLAT;2;21/12/2017;18/01/2018;13/01/2038;31/12/2017;1;2,33;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
10799;KOENE;9;21/12/2017;01/02/2018;27/01/2038;31/12/2017;3;30,76;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemanha
10800;SEVES;1;21/12/2017;18/01/2018;13/01/2038;31/12/2017;3;137,44;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
10801;BOLID;4;24/12/2017;21/01/2018;16/01/2038;26/12/2017;2;97,09;Bólido Comidas preparadas;C/ Araquil, 67;Madrid;;28023;Espanha
10802;SIMOB;4;24/12/2017;21/01/2018;16/01/2038;28/12/2017;2;257,26;Simons bistro;Vinbæltet 34;København;;1734;Dinamarca
10803;WELLI;4;25/12/2017;22/01/2018;17/01/2038;01/01/2018;1;55,23;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
10804;SEVES;6;25/12/2017;22/01/2018;17/01/2038;02/01/2018;2;27,33;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
10805;THEBI;2;25/12/2017;22/01/2018;17/01/2038;04/01/2018;3;237,34;The Big Cheese;"89 Jefferson Way
Suite 2";Portland;OR;97201;EUA
10806;VICTE;3;26/12/2017;23/01/2018;18/01/2038;31/12/2017;2;22,11;Victuailles en stock;2, rue du Commerce;Lyon;;69004;França
10807;FRANS;4;26/12/2017;23/01/2018;18/01/2038;25/01/2018;1;1,36;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Itália
10808;OLDWO;2;27/12/2017;24/01/2018;19/01/2038;04/01/2018;3;45,53;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;EUA
10809;WELLI;7;27/12/2017;24/01/2018;19/01/2038;02/01/2018;1;4,87;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
10810;LAUGB;2;27/12/2017;24/01/2018;19/01/2038;02/01/2018;3;4,33;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canadá
10811;LINOD;8;28/12/2017;25/01/2018;20/01/2038;03/01/2018;1;31,22;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10812;REGGC;5;28/12/2017;25/01/2018;20/01/2038;07/01/2018;1;59,78;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Itália
10813;RICAR;1;31/12/2017;28/01/2018;23/01/2038;04/01/2018;1;47,38;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brasil
10814;VICTE;3;31/12/2017;28/01/2018;23/01/2038;09/01/2018;3;130,94;Victuailles en stock;2, rue du Commerce;Lyon;;69004;França
10815;SAVEA;2;31/12/2017;28/01/2018;23/01/2038;09/01/2018;3;14,62;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10816;GREAL;4;01/01/2018;29/01/2018;24/01/2038;30/01/2018;2;719,78;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;EUA
10817;KOENE;3;01/01/2018;15/01/2018;10/01/2038;08/01/2018;2;306,07;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemanha
10818;MAGAA;7;02/01/2018;30/01/2018;25/01/2038;07/01/2018;3;65,48;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Itália
10819;CACTU;2;02/01/2018;30/01/2018;25/01/2038;11/01/2018;3;19,76;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
10820;RATTC;3;02/01/2018;30/01/2018;25/01/2038;08/01/2018;2;37,52;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;EUA
10821;SPLIR;1;03/01/2018;31/01/2018;26/01/2038;10/01/2018;1;36,68;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;EUA
10822;TRAIH;6;03/01/2018;31/01/2018;26/01/2038;11/01/2018;3;7,00;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;EUA
10823;LILAS;5;04/01/2018;01/02/2018;27/01/2038;08/01/2018;2;163,97;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10824;FOLKO;8;04/01/2018;01/02/2018;27/01/2038;25/01/2018;1;1,23;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10825;DRACD;1;04/01/2018;01/02/2018;27/01/2038;09/01/2018;1;79,25;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Alemanha
10826;BLONP;6;07/01/2018;04/02/2018;30/01/2038;01/02/2018;1;7,09;Blondel père et fils;24, place Kléber;Strasbourg;;67000;França
10827;BONAP;1;07/01/2018;21/01/2018;16/01/2038;01/02/2018;2;63,54;Bon app';12, rue des Bouchers;Marseille;;13008;França
10828;RANCH;9;08/01/2018;22/01/2018;17/01/2038;30/01/2018;1;90,85;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
10829;ISLAT;9;08/01/2018;05/02/2018;31/01/2038;18/01/2018;1;154,72;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
10830;TRADH;4;08/01/2018;19/02/2018;14/02/2038;16/01/2018;2;81,83;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
10831;SANTG;3;09/01/2018;06/02/2018;01/02/2038;18/01/2018;2;72,19;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Noruega
10832;LAMAI;2;09/01/2018;06/02/2018;01/02/2038;14/01/2018;2;43,26;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;França
10833;OTTIK;6;10/01/2018;07/02/2018;02/02/2038;18/01/2018;2;71,49;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemanha
10834;TRADH;1;10/01/2018;07/02/2018;02/02/2038;14/01/2018;3;29,78;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
10835;ALFKI;1;10/01/2018;07/02/2018;02/02/2038;16/01/2018;3;69,53;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Alemanha
10836;ERNSH;7;11/01/2018;08/02/2018;03/02/2038;16/01/2018;1;411,88;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10837;BERGS;9;11/01/2018;08/02/2018;03/02/2038;18/01/2018;3;13,32;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suécia
10838;LINOD;3;14/01/2018;11/02/2018;06/02/2038;18/01/2018;3;59,28;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10839;TRADH;3;14/01/2018;11/02/2018;06/02/2038;17/01/2018;3;35,43;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
10840;LINOD;4;14/01/2018;25/02/2018;20/02/2038;11/02/2018;2;2,71;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10841;SUPRD;5;15/01/2018;12/02/2018;07/02/2038;24/01/2018;2;424,30;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
10842;TORTU;1;15/01/2018;12/02/2018;07/02/2038;24/01/2018;3;54,42;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;México
10843;VICTE;4;16/01/2018;13/02/2018;08/02/2038;21/01/2018;2;9,26;Victuailles en stock;2, rue du Commerce;Lyon;;69004;França
10844;PICCO;8;16/01/2018;13/02/2018;08/02/2038;21/01/2018;2;25,22;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Áustria
10845;QUICK;8;16/01/2018;30/01/2018;25/01/2038;25/01/2018;1;212,98;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10846;SUPRD;2;17/01/2018;28/02/2018;23/02/2038;18/01/2018;3;56,46;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
10847;SAVEA;4;17/01/2018;31/01/2018;26/01/2038;05/02/2018;3;487,57;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10848;CONSH;7;18/01/2018;15/02/2018;10/02/2038;24/01/2018;2;38,24;Consolidated Holdings;"Berkeley Gardens
12  Brewery";London;;WX1 6LT;Reino Unido
10849;KOENE;9;18/01/2018;15/02/2018;10/02/2038;25/01/2018;2;0,56;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemanha
10850;VICTE;1;18/01/2018;01/03/2018;24/02/2038;25/01/2018;1;49,19;Victuailles en stock;2, rue du Commerce;Lyon;;69004;França
10851;RICAR;5;21/01/2018;18/02/2018;13/02/2038;28/01/2018;1;160,55;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brasil
10852;RATTC;8;21/01/2018;04/02/2018;30/01/2038;25/01/2018;1;174,05;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;EUA
10853;BLAUS;9;22/01/2018;19/02/2018;14/02/2038;29/01/2018;2;53,83;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemanha
10854;ERNSH;3;22/01/2018;19/02/2018;14/02/2038;31/01/2018;2;100,22;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10855;OLDWO;3;22/01/2018;19/02/2018;14/02/2038;30/01/2018;1;170,97;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;EUA
10856;ANTON;3;23/01/2018;20/02/2018;15/02/2038;05/02/2018;2;58,43;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;México
10857;BERGS;8;23/01/2018;20/02/2018;15/02/2038;01/02/2018;2;188,85;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suécia
10858;LACOR;2;24/01/2018;21/02/2018;16/02/2038;29/01/2018;1;52,51;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;França
10859;FRANK;1;24/01/2018;21/02/2018;16/02/2038;28/01/2018;2;76,10;Frankenversand;Berliner Platz 43;München;;80805;Alemanha
10860;FRANR;3;24/01/2018;21/02/2018;16/02/2038;30/01/2018;3;19,26;France restauration;54, rue Royale;Nantes;;44000;França
10861;WHITC;4;25/01/2018;22/02/2018;17/02/2038;12/02/2018;2;14,93;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;EUA
10862;LEHMS;8;25/01/2018;08/03/2018;03/03/2038;28/01/2018;2;53,23;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Alemanha
10863;HILAA;4;28/01/2018;25/02/2018;20/02/2038;12/02/2018;2;30,26;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10864;AROUT;4;28/01/2018;25/02/2018;20/02/2038;04/02/2018;2;3,04;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
10865;QUICK;2;28/01/2018;11/02/2018;06/02/2038;07/02/2018;1;348,14;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10866;BERGS;5;29/01/2018;26/02/2018;21/02/2038;07/02/2018;1;109,11;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suécia
10867;LONEP;6;29/01/2018;12/03/2018;07/03/2038;06/02/2018;1;1,93;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;EUA
10868;QUEEN;7;30/01/2018;27/02/2018;22/02/2038;18/02/2018;2;191,27;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
10869;SEVES;5;30/01/2018;27/02/2018;22/02/2038;04/02/2018;1;143,28;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
10870;WOLZA;5;30/01/2018;27/02/2018;22/02/2038;08/02/2018;3;12,04;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polônia
10871;BONAP;9;31/01/2018;28/02/2018;23/02/2038;05/02/2018;2;112,27;Bon app';12, rue des Bouchers;Marseille;;13008;França
10872;GODOS;5;31/01/2018;28/02/2018;23/02/2038;04/02/2018;2;175,32;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Espanha
10873;WILMK;4;01/02/2018;01/03/2018;24/02/2038;04/02/2018;1;0,82;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlândia
10874;GODOS;5;01/02/2018;01/03/2018;24/02/2038;06/02/2018;2;19,58;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Espanha
10875;BERGS;4;01/02/2018;01/03/2018;24/02/2038;26/02/2018;2;32,37;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suécia
10876;BONAP;7;04/02/2018;04/03/2018;27/02/2038;07/02/2018;3;60,42;Bon app';12, rue des Bouchers;Marseille;;13008;França
10877;RICAR;1;04/02/2018;04/03/2018;27/02/2038;14/02/2018;1;38,06;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brasil
10878;QUICK;4;05/02/2018;05/03/2018;28/02/2038;07/02/2018;1;46,69;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Alemanha
10879;WILMK;3;05/02/2018;05/03/2018;28/02/2038;07/02/2018;3;8,50;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlândia
10880;FOLKO;7;05/02/2018;19/03/2018;14/03/2038;13/02/2018;1;88,01;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10881;CACTU;4;06/02/2018;06/03/2018;01/03/2038;13/02/2018;1;2,84;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
10882;SAVEA;4;06/02/2018;06/03/2018;01/03/2038;15/02/2018;3;23,10;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10883;LONEP;8;07/02/2018;07/03/2018;02/03/2038;15/02/2018;3;0,53;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;EUA
10884;LETSS;4;07/02/2018;07/03/2018;02/03/2038;08/02/2018;2;90,97;Let's Stop N Shop;"87 Polk St.
Suite 5";San Francisco;CA;94117;EUA
10885;SUPRD;6;07/02/2018;07/03/2018;02/03/2038;13/02/2018;3;5,64;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
10886;HANAR;1;08/02/2018;08/03/2018;03/03/2038;25/02/2018;1;4,99;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
10887;GALED;8;08/02/2018;08/03/2018;03/03/2038;11/02/2018;3;1,25;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Espanha
10888;GODOS;1;11/02/2018;11/03/2018;06/03/2038;18/02/2018;2;51,87;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Espanha
10889;RATTC;9;11/02/2018;11/03/2018;06/03/2038;18/02/2018;3;280,61;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;EUA
10890;DUMON;7;11/02/2018;11/03/2018;06/03/2038;13/02/2018;1;32,76;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;França
10891;LEHMS;7;12/02/2018;12/03/2018;07/03/2038;14/02/2018;2;20,37;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Alemanha
10892;MAISD;4;12/02/2018;12/03/2018;07/03/2038;14/02/2018;2;120,27;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
10893;KOENE;9;13/02/2018;13/03/2018;08/03/2038;15/02/2018;2;77,78;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemanha
10894;SAVEA;1;13/02/2018;13/03/2018;08/03/2038;15/02/2018;1;116,13;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;EUA
10895;ERNSH;3;13/02/2018;13/03/2018;08/03/2038;18/02/2018;1;162,75;Ernst Handel;Kirchgasse 6;Graz;;8010;Áustria
10896;MAISD;7;14/02/2018;14/03/2018;09/03/2038;22/02/2018;3;32,45;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
10897;HUNGO;3;14/02/2018;14/03/2018;09/03/2038;20/02/2018;2;603,54;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
10898;OCEAN;4;15/02/2018;15/03/2018;10/03/2038;01/03/2018;2;1,27;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
10899;LILAS;5;15/02/2018;15/03/2018;10/03/2038;21/02/2018;3;1,21;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10900;WELLI;1;15/02/2018;15/03/2018;10/03/2038;27/02/2018;2;1,66;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
10901;HILAA;4;18/02/2018;18/03/2018;13/03/2038;21/02/2018;1;62,09;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10902;FOLKO;1;18/02/2018;18/03/2018;13/03/2038;26/02/2018;1;44,15;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suécia
10903;HANAR;3;19/02/2018;19/03/2018;14/03/2038;27/02/2018;3;36,71;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brasil
10904;WHITC;3;19/02/2018;19/03/2018;14/03/2038;22/02/2018;3;162,95;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;EUA
10905;WELLI;9;19/02/2018;19/03/2018;14/03/2038;01/03/2018;2;13,72;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
10906;WOLZA;4;20/02/2018;06/03/2018;01/03/2038;26/02/2018;3;26,29;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polônia
10907;SPECD;6;20/02/2018;20/03/2018;15/03/2038;22/02/2018;3;9,19;Spécialités du monde;25, rue Lauriston;Paris;;75016;França
10908;REGGC;4;21/02/2018;21/03/2018;16/03/2038;01/03/2018;2;32,96;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Itália
